eval/mean_ep_length,eval/mean_reward,time/total_timesteps,train/clip_fraction,train/clip_range,train/learning_rate,train/approx_kl,train/policy_gradient_loss,train/value_loss,train/loss,train/n_updates,train/entropy_loss,train/explained_variance,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/iterations,time/time_elapsed
27.0,49.56227111816406,130048,0.490087890625,0.2,0.0003,0.107705384,-0.04434174088673899,24.74880006313324,11.287586212158203,630,-3.446742384135723,0.0,,,,,
27.0,51.816837310791016,131072,,,,,,,,,,,,,,,
27.0,51.59175109863281,132096,0.460888671875,0.2,0.0003,0.110075206,-0.030793379158421886,23.36655582487583,9.125480651855469,640,-3.4456517197191716,0.0,,,,,
27.0,54.98481750488281,133120,,,,,,,,,,,,,,,
27.0,54.958580017089844,134144,0.49296875,0.2,0.0003,0.12707907,-0.038036069949157536,23.658106285333634,12.623290061950684,650,-3.4216542817652225,-1.1920928955078125e-07,,,,,
27.0,53.78578186035156,135168,,,,,,,,,,,,,,,
27.0,53.65265655517578,136192,0.50869140625,0.2,0.0003,0.12473221,-0.03622897550958441,20.235860434174537,6.751949310302734,660,-3.4105344377458096,0.0,,,,,
27.0,52.20316696166992,137216,,,,,,,,,,,,,,,
27.0,52.545528411865234,138240,0.546435546875,0.2,0.0003,0.15283537,-0.0402775267168181,22.091423684358595,9.444561958312988,670,-3.4114151895046234,0.0,,,,,
27.0,57.96106719970703,139264,,,,,,,,,,,,,,,
27.0,53.87938690185547,140288,0.522705078125,0.2,0.0003,0.14404757,-0.02387362771114567,22.364835491776468,11.188749313354492,680,-3.3867988288402557,0.0,,,,,
27.0,55.144126892089844,141312,,,,,,,,,,,,,,,
27.0,55.93117904663086,142336,0.542822265625,0.2,0.0003,0.14431795,-0.035151511221192776,20.60047284066677,7.008046627044678,690,-3.3662059038877485,0.0,,,,,
27.0,56.34632110595703,143360,,,,,,,,,,,,,,,
,,143360,,,,,,,,,,,59.02520188,517,27.0,70,277
27.0,50.28871536254883,144384,0.58583984375,0.2,0.0003,0.1763471,-0.028788962971884758,21.234161749482155,7.102959632873535,700,-3.344391018152237,0.0,,,,,
27.0,50.045921325683594,145408,,,,,,,,,,,,,,,
27.0,57.407379150390625,146432,0.498779296875,0.2,0.0003,0.13639882,-0.021177578475908378,20.672478088736533,10.216358184814453,710,-3.361031701415777,-1.1920928955078125e-07,,,,,
27.0,53.95887756347656,147456,,,,,,,,,,,,,,,
27.0,52.29179763793945,148480,0.546728515625,0.2,0.0003,0.15753138,-0.02603578757116338,20.75935986638069,9.318394660949707,720,-3.3685382276773455,0.0,,,,,
27.0,51.302589416503906,149504,,,,,,,,,,,,,,,
27.0,53.568058013916016,150528,0.544091796875,0.2,0.0003,0.1552153,-0.035744099419389386,21.850678199529646,10.99634838104248,730,-3.372297514230013,5.960464477539063e-08,,,,,
